MGI symbol,430AV2_ForeNonOlig_Enrich,430AV2_ForeNonOlig_Hedges_g,430AV2_ForeNonOlig_Var_g,430AV2_ForeNonOlig_SEg
Mrpl33,-0.009132666666666723,-0.027427114942954977,0.2895485478596081,0.5380971385367026
Mrpl34,0.010271666666668011,0.07565520188160417,0.28966686255447016,0.538207081479304
Mrpl35,0.0327327777777775,0.07063430641286778,0.29188096857554835,0.540257629189867
Mrpl36,0.14050166666666541,0.5972246552809509,0.30428992835879115,0.5516248075991427
Mrpl38,-0.04342500000000005,-0.07052400969452897,0.28963560948662215,0.5381780462696543
Mrpl39,-0.07482166666666767,-0.4738317302221372,0.3182540086073858,0.5636316577937149
Mrpl4,0.18524499999999833,0.44473368262991075,0.2976695433417125,0.5455910037213888
Mrpl40,-0.2004400000000004,-0.6467859375401602,0.3068588766973017,0.5539484422735582
Mrpl41,0.19176416666666807,1.1367524767341748,0.3459820705510931,0.5878431314524843
Mrpl42,0.10146666666666704,0.6429003539275785,0.30665007736732264,0.5537599456148148
Mrpl43,0.23422000000000054,0.8345156623293316,0.31844572426702084,0.5643099540740185
Mrpl44,-0.13106499999999865,-0.5520414614228758,0.30469238050951936,0.5518925638521204
Mrpl45,-0.09114333333333136,-0.38063393803921153,0.2954651327717823,0.5435670453327559
Mrpl46,0.03543166666666586,0.16314316204040294,0.29053736179400325,0.5390151777028206
Mrpl47,-0.006606666666664651,-0.03820512971725042,0.2894891926530104,0.5380419989675623
Mrpl48,0.15076500000000337,0.41374990437972153,0.29656124896290686,0.5445743741335126
Mrpl48-ps,0.15076500000000337,0.4137499043797216,0.2965612489629069,0.5445743741335126
Mrpl49,-0.03141666666666776,-0.08775272276241108,0.2949056494994292,0.5430469954203193
Mrpl50,-0.24336416666666683,-1.5183876029783874,0.451628792791359,0.6611303090444232
Mrpl51,0.13134176470588124,0.5505085984258982,0.30879854221276654,0.5555270302532387
Mrpl52,0.024858333333333427,0.14020131436823216,0.2910103197686816,0.5394517333129712
Mrpl53,-0.1249483333333341,-0.41898249209201033,0.2967428050172987,0.5447410439991636
Mrpl54,-0.11739166666666812,-0.3126228581686168,0.29350058513271055,0.5417569428560289
Mrpl55,-0.05613666666666539,-0.2506267036138501,0.2920456140124951,0.5404124480547197
Mrpl9,-0.05764479166666581,-0.20463912448571003,0.29121292860177916,0.5396412439316973
Mrps11,0.27537333333333436,0.7400027781110894,0.3122452126394861,0.5587890591622979
Mrps14,0.06689969696969716,0.47076066806376726,0.31118939781508365,0.5575756001739169
Mrps15,0.1017366666666657,0.48468623252002885,0.3026240199658054,0.5500125193176058
Mrps16,0.012703333333334399,0.03483816676891723,0.2894789453999732,0.5380324761573164
Mrps17,0.06608833333333486,0.3264781195311111,0.2938695397611712,0.5420973526601759
Mrps18a,-0.007103333333335016,-0.03004415784720063,0.2894659851315119,0.5380204318903808
Mrps18b,-0.06840833333333585,-0.3230337081089613,0.2937763236795901,0.5420113685888794
Mrps18c,0.0359566666666673,0.23158881736326406,0.29166309883596886,0.5400584216878475
Mrps2,0.03620249999999814,0.2359658436464017,0.3090673049647134,0.555821236278069
Mrps21,0.07761166666666419,0.5272539904653663,0.30101157342488294,0.5486452163510431
Mrps22,0.22081666666666777,1.021463573907263,0.332902867689789,0.5769773545727674
Mrps23,0.15507083333333416,0.42747312873688786,0.30087897404790825,0.5484358238127058
Mrps25,0.1805887719298252,0.495353896373403,0.3137798597404327,0.5599518032020048
Mrps26,-0.025761666666666017,-0.12523483198228164,0.2900818647865486,0.5385924848960935
Mrps28,-0.060275000000000745,-0.31150670089490984,0.2934715590182487,0.5417301533219733
Mrps30,0.07180166666666743,0.3802127233120174,0.29545177944599493,0.543554762140849
Mrps31,0.040254999999998375,0.2021290469539422,0.29113071430658527,0.5395653012440527
Mrps33,-0.030198333333331107,-0.23519871306862317,0.2917333094318614,0.5401234205548407
Mrps34,-0.15959592592592642,-0.5898978347126498,0.3154948796667009,0.561121145507263
Mrps35,0.1863433333333333,0.8165430814089203,0.317209316480513,0.5632133845005044
Mrps36,-0.20808666666666653,-1.1653540891664411,0.34601379770302015,0.5882293750766109
Mrps36-ps1,-0.20808666666666653,-1.1653540891664411,0.34601379770302015,0.5882293750766109
Mrps36-ps2,-0.20808666666666653,-1.1653540891664411,0.34601379770302015,0.5882293750766109
