MGI symbol,430AV2_NonAstro_Enrich,430AV2_NonAstro_Hedges_g,430AV2_NonAstro_Var_g,430AV2_NonAstro_SEg
0610005C13Rik,0.10707499999999959,1.1396433561924868,0.7248483724142094,0.8513802748561946
0610008F07Rik,-0.33146000000000075,-0.8405048133371879,0.6508060426553727,0.8067255063870068
0610009B22Rik,0.10022500000000001,0.41729550066779286,0.584266941859698,0.7643735617220797
0610009D07Rik,-0.053252500000001035,-0.10227119008853082,0.5653105879599969,0.7518690786904526
0610009O20Rik,0.41642000000000223,1.6518694697278007,0.9035840931273506,0.9505704040876459
0610010K14Rik,-0.3068249999999999,-0.8170681112358602,0.645950037299817,0.8037101699616703
0610012G03Rik,0.040324999999999576,0.03666699141108934,0.5957643615909392,0.771706935160013
0610031J06Rik,-0.2894799999999993,-0.689129258218956,0.6218623918166761,0.788582520613205
0610037L13Rik,-0.19551000000000052,-0.8604081448512982,0.6550377719658067,0.8093440380739244
0610040J01Rik,-0.1372,-0.4235125459866985,0.584920359576017,0.7648008626930392
1100001G20Rik,-0.12177499999999952,-0.27703578249579386,0.572093603097882,0.7563686952127792
1110001A16Rik,-0.1091799999999985,-1.0002122308534398,0.6875530633436018,0.8291881953715946
1110001J03Rik,-0.08471499999999921,-0.3775840580555953,0.5803212151122165,0.7617881694488412
1110004E09Rik,-0.18544868421052646,-1.1990757121430786,0.866930122725804,0.9090537481570953
1110004F10Rik,0.011210000000000164,0.058604471885928974,0.5629293105156286,0.7502861524216135
1110007C09Rik,0.18277499999999947,0.26233009423747683,0.5711021347928305,0.7557129976339103
1110008F13Rik,-0.32920500000000175,-0.9311656415757552,0.6708836815063984,0.819074893710214
1110008J03Rik,-0.0944850000000006,-0.5665444760019076,0.6026215804110344,0.776287047689857
1110008P14Rik,0.24990499999999827,0.8717146864628048,0.6574858118243683,0.8108549881602556
1110012L19Rik,0.5322849999999999,1.216875025821974,0.7475981035586537,0.864637556181001
1110032A03Rik,-0.04841000000000051,-0.20393255053896517,0.567698560646166,0.7534577364697811
1110035H17Rik,-0.16629500000000075,-0.2751845348409996,0.5719658160269572,0.7562842164338465
1110037F02Rik,0.392525,0.9185437668818422,0.6687220157871868,0.8176812682578285
1110038F14Rik,0.13755499999999898,0.31071521045199807,0.5745679927507786,0.7580026337360436
1110051M20Rik,0.02768000000000015,0.28542928393755745,0.5726837345161383,0.7567587029668957
1110057K04Rik,-0.04229499999999975,-0.2219217933140783,0.5997438354993139,0.7742251361471748
1110058L19Rik,0.13471000000000188,0.6914713390155903,0.6222665765850016,0.7888387519544167
1110059E24Rik,0.14320999999999984,0.6378600232144935,0.6133581761518992,0.7831718688461041
1110059G10Rik,-0.06498000000000204,-0.16004469004024108,0.5657017878512597,0.7521314963829527
1190002N15Rik,-0.17018249999999968,-0.5310759300798705,0.6155445511638767,0.7839157974023931
1190005I06Rik,0.011134999999999451,0.04741702597766092,0.5627810467940708,0.7501873411315808
1200011I18Rik,-0.0103800000000005,-0.2105561814364945,0.6431381873771969,0.8015550201578417
1200014J11Rik,0.10946999999999996,0.37100596694939625,0.579705678439007,0.7613840544948436
1300017J02Rik,-0.1736500000000003,-0.5275347194383248,0.597286610026609,0.772843198861586
1500015O10Rik,0.1608350000000005,0.10765405477472845,0.56394867443868,0.7509651619340807
1600012H06Rik,0.05530500000000016,0.02134397440669981,0.5891710448590634,0.7675731056338703
1600014C10Rik,0.35091499999999964,0.7856654022031179,0.6396587655273736,0.7997867000190572
