MGI symbol,430AV2_CerCx_9h_Enrich,430AV2_CerCx_9h_Hedges_g,430AV2_CerCx_9h_Var_g,430AV2_CerCx_9h_SEg
0610005C13Rik,-0.014927999999999386,-0.07161850856759043,0.33636757164958336,0.5799720438517562
0610008F07Rik,-0.14172800000000052,-0.7896641316917409,0.3672895831551346,0.6060442089114743
0610009B22Rik,0.20700800000000008,0.5024809425732746,0.3487354659935774,0.5905382849516002
0610009D07Rik,0.35297100000000103,0.8046961569052794,0.36862010179923704,0.6071313617233863
0610009O20Rik,-0.17740599999999773,-1.4401438277728154,0.4398118233447179,0.6631830994112545
0610010K14Rik,-0.14672199999999957,-0.2792513721574062,0.3400101775537008,0.5831039165995207
0610012G03Rik,0.11448333333333416,0.7007747591042315,0.42576226988167,0.6460724733637728
0610031J06Rik,-0.06170400000000065,-0.2096185920613348,0.33830810881799994,0.58164259542953
0610037L13Rik,0.16104000000000074,0.45790151533516105,0.3465948009984228,0.5887230257076949
0610040J01Rik,-0.02861799999999981,-0.1423151736072956,0.33712379154305483,0.5806236229633228
1100001G20Rik,0.24237600000000015,0.7273897427927491,0.36256590300711616,0.602134455920865
1110001A16Rik,-0.27875999999999657,-2.7785389505691174,0.7221250461025976,0.8497794102604497
1110001J03Rik,-0.22523600000000066,-0.9821404369667096,0.384341103007369,0.6199525006057875
1110004E09Rik,-0.12399852631578992,-0.37306987399835567,0.3453867551445451,0.5876723426854408
1110004F10Rik,-0.026704000000000505,-0.06288085808174,0.33630881122676587,0.5799213836605491
1110007C09Rik,-0.07127200000000045,-0.644839333601086,0.3569019994190657,0.5974127546504725
1110008F13Rik,0.09039600000000014,0.26401610080083393,0.33959633618521484,0.5827489478199124
1110008J03Rik,-0.3006340000000005,-1.011219838263204,0.3872393891759642,0.6222856170408924
1110008P14Rik,0.030407999999999547,0.07456458832207395,0.3363891050026931,0.5799906076848944
1110012L19Rik,-0.02447400000000055,-0.10670513283181067,0.33668041037974383,0.5802416827320697
1110032A03Rik,-0.06320999999999977,-0.23418193904249193,0.33885317013979616,0.5821109603329903
1110035H17Rik,0.003385999999999889,0.04528746250787331,0.3362136588241312,0.5798393388035441
1110037F02Rik,-0.08851599999999937,-0.6541579362794078,0.3844550403174256,0.618829067077916
1110038F14Rik,-0.10902399999999801,-0.5292306930041054,0.3501153674319914,0.5917054735525026
1110051M20Rik,0.05785200000000046,0.12431542261888567,0.3368838273261567,0.5804169426594615
1110057K04Rik,0.23626799999999992,2.1775146230507176,0.6709008823575274,0.7964827739714436
1110058L19Rik,0.2750760000000021,0.6772884155000843,0.3590470909996418,0.5992053829862026
1110059E24Rik,0.14153599999999678,0.9901731665345372,0.3851332560973627,0.6205910538328463
1110059G10Rik,0.17101599999999983,0.5631888747026041,0.35197019654055034,0.5932707615756488
1190002N15Rik,0.11314599999999908,0.2002918315301685,0.33815304343387853,0.5815090965309244
1190005I06Rik,-0.22193400000000008,-0.791689958364552,0.3674497606198744,0.6061763444905075
