MGI symbol,430AV2_CerCx_6h_Enrich,430AV2_CerCx_6h_Hedges_g,430AV2_CerCx_6h_Var_g,430AV2_CerCx_6h_SEg
0610005C13Rik,0.2023660000000005,1.0952354785395524,0.3960881487836992,0.6293553438111884
0610008F07Rik,-0.026088000000000555,-0.17521234264956073,0.33764607936194846,0.5810732134266288
0610009B22Rik,0.12360799999999905,1.0991095716373982,0.3965132036343584,0.6296929439293077
0610009D07Rik,0.11238200000000109,0.36518096590685895,0.345526436942657,0.5877698606102153
0610009O20Rik,-0.006146000000000207,-0.03521108881484019,0.33617310214988744,0.5798043654112027
0610010K14Rik,-0.29783200000000054,-1.1504325206990111,0.4022858603452051,0.6342600888793217
0610012G03Rik,0.09678266666666661,0.15112469264357092,0.3858511237807625,0.6206933540491365
0610031J06Rik,-0.055522000000001626,-0.3093376010325542,0.34089559868173985,0.5838626539535988
0610037L13Rik,-0.016128000000000142,-0.13139623149750787,0.3369743595936984,0.5804949264151223
0610040J01Rik,-0.01546999999999965,-0.1177587639194799,0.3368044674351033,0.5803485740786336
1100001G20Rik,-0.4624399999999991,-1.2194187924983104,0.41046022068601296,0.6406716949311971
1110001A16Rik,0.04480399999999918,0.19056087305043815,0.33792678342799837,0.5813147025733981
1110001J03Rik,0.030777999999997974,0.15113579623007792,0.3372532125562161,0.5807350622755751
1110004E09Rik,0.006583578947367619,-0.02188458597498878,0.3442251217197203,0.5866881931753092
1110004F10Rik,-0.26551599999999986,-1.0105069790767225,0.3871673288492493,0.6222277146264455
1110007C09Rik,-0.06485199999999836,-0.45277239198626457,0.3463612530583593,0.5885246409950557
1110008F13Rik,-0.040666000000001645,-0.41024722924823803,0.3445262505664039,0.5869635853836283
1110008J03Rik,0.07556800000000052,0.9911206446761396,0.38522711772627344,0.6206666719957448
1110008P14Rik,-0.048372000000000526,-0.11790657842834182,0.336806209172945,0.5803500746729899
1110012L19Rik,0.024112000000000577,0.2237266125186253,0.33861379096856403,0.5819053109987604
1110032A03Rik,-0.10918199999999878,-0.8986646711710203,0.37649102067165696,0.613588641250518
1110035H17Rik,0.06442199999999865,0.3334117052588777,0.34166927937129277,0.5845248321254563
1110037F02Rik,-0.04308599999999796,-0.5905091541359327,0.3771271977205417,0.6132159879009359
1110038F14Rik,0.06600600000000156,0.46054299406842575,0.3467161035803866,0.5888260384700957
1110051M20Rik,-0.25473399999999735,-1.9246994789280396,0.5213345153204044,0.7220349820613987
1110057K04Rik,0.13967200000000046,0.5483504294247491,0.35126081282561944,0.5926684385980231
1110058L19Rik,-0.04481600000000263,-0.18292398166359108,0.3377841702644942,0.5811920252932711
1110059E24Rik,0.12708799999999876,0.4346053962546459,0.345555203633794,0.5878394369500859
1110059G10Rik,-0.0030099999999979588,-0.023350216476463178,0.336138372741586,0.5797744153906638
1190002N15Rik,-0.34713700000000003,-2.101046367828889,0.587730439324337,0.7588725907919497
1190005I06Rik,-0.1372920000000013,-0.6004672357939678,0.35413915617421354,0.5950959218262326
1200011I18Rik,-0.10095900000000091,-0.4948023684965703,0.34877465889397186,0.5905589250338132
1200014J11Rik,-0.0649380000000006,-0.3769822947545454,0.34321689363903124,0.5858471589408207
