MGI symbol,430AV2_WB_AK_Enrich,430AV2_WB_AK_Hedges_g,430AV2_WB_AK_Var_g,430AV2_WB_AK_SEg
Otud6b,0.1930533333333342,4.980639410646318,2.5488974115736083,1.5965266711125148
Otud7a,-0.06890666666666778,-0.27772183524486727,0.488094118147648,0.6986373294833651
Otud7b,0.1262133333333324,0.441812038938231,0.4979331564792296,0.7056437886633945
Otx2,0.08778666666666624,0.43872110867079267,0.49770635093277743,0.7054830621161486
Ovca2,-0.2566500000000003,-1.5140253902056795,0.6963269772213467,0.8309483053826483
Ovol1,-0.04900833333333332,-0.26220251714821663,0.49041812340333946,0.7002733851236844
Ovol2,0.14284333333333343,1.8418328699638726,0.7643623600732796,0.8742781937537272
Oxa1l,0.011531666666666496,0.10277880355180558,0.6945515504136164,0.8332363092230477
Oxct1,-0.04540425925925974,-0.36423901449386603,0.5024497140732489,0.7087978085775419
Oxct2a,0.2369099999999995,0.9688343245719298,0.5598866623723956,0.748255746635063
Oxct2b,0.2369099999999995,0.9688343245719298,0.5598866623723956,0.748255746635063
Oxld1,-0.0446733333333329,-0.6054535861040561,0.512214503743855,0.7156916261518329
Oxr1,-0.006016666666666559,-0.32058592971114463,0.5025151648987469,0.708735294251129
Oxsr1,-0.02875333333333341,-0.8391865600688819,0.5403528402166868,0.7350869609894375
Oxt,-0.03480333333333263,-0.4217936512094788,0.49649249035005183,0.7046222323699783
P2rx1,-0.0006233333333334201,0.21110560104244014,0.5481009640491755,0.740051116666495
P2rx3,0.0731733333333322,0.28092069261963115,0.4882430362951577,0.6987438989323325
P2rx4,-0.10815696969696925,-0.5231668004312134,0.5145837692707207,0.716995103468268
P2rx5,0.04636666666666578,0.10445796004368527,0.48257595545137394,0.6946768712512127
P2rx6,0.02211333333333343,0.12992874612158434,0.4830734565890605,0.6950348599811814
P2rx7,0.1478199999999994,0.30651826025774065,0.4894961203226192,0.6996399933698897
P2ry1,0.12161666666666626,1.1599765829608635,0.5937954727514633,0.7705812564236579
P2ry12,-0.09125333333333341,-0.6129862373099902,0.5129793439276216,0.7162257632392328
P2ry14,0.005713333333333459,0.06667290378142464,0.4820371063415539,0.6942889213731945
P2ry2,0.21931333333333303,0.8653854818823854,0.5440743360210674,0.7376139478216687
P2ry4,0.15386333333333369,0.6531755962288666,0.5172198632924112,0.7191799936680742
P2ry6,0.031336666666666346,0.12287576179207141,0.48292487106966503,0.694927961064789
P4ha1,1.0440881481481474,3.372678417471226,1.473843893544407,1.2022102683990306
P4ha2,0.25480666666666707,0.8577962987893453,0.5429845408513915,0.7368748474818444
P4hb,0.10279666666666643,0.8544548137255511,0.5425077523915638,0.7365512557803182
Pa2g4,-0.04071083333333314,-0.44218462646164003,0.6224218688632445,0.7855959099834418
Pabpc1,-0.19106944444444562,-1.4220122244240125,0.6556850622888905,0.8086625204967562
Pabpc2,-0.11080999999999941,-0.6026957800214845,0.5119368502713088,0.715497624224783
Pabpc4,0.0657899999999998,0.5146199882427032,0.5037361443582433,0.7097437173784938
Pabpn1,-0.22015582010582035,-2.7066284684044404,1.3140130806109944,1.0966075764007628
Pacrg,-0.05503333333333238,-0.19976071036303697,0.4849920284503953,0.6964136905966132
Pacrgl,0.1018033333333328,0.35190169240104663,0.4919862334262267,0.7014173033410472
Pacs1,-0.16223666666666503,-1.5973798119842173,0.6943018553112277,0.8332477754613136
Pacs2,-0.09363333333333301,-1.0991871543305425,0.5823510333537729,0.763119278588723
Pacsin1,-0.12868857142857162,-0.8003985101643147,0.5365808154541755,0.7324276614973806
Pacsin2,0.1536299999999997,1.409955935493068,0.6473313116693443,0.8045690223152668
Pacsin3,-0.10954666666666668,-1.2625973368289911,0.6145126695806383,0.7839085849642408
Padi1,0.18060333333333345,1.1658114111356601,0.5949263538611765,0.7713146918483899
Padi2,-0.029823333333333757,-0.17058527065217716,0.484091611213623,0.6957669230522697
Padi3,0.21431666666666693,0.9569040583722987,0.5579721147441146,0.746975310665697
Padi4,-0.0805366666666667,-0.46825586499207467,0.4999386295916229,0.7070633844229405
Paf1,0.033026666666667204,0.18193163419143782,0.4844249266266305,0.6960064127769445
Pafah1b1,0.14950213333333398,1.1202076072034541,0.7713249694122178,0.867123143042049
Pafah1b2,-0.051796666666668045,-1.3083888683628284,0.7298708828400605,0.8462015827370939
Pafah1b3,0.14934333333333427,0.4602912004928569,0.49932233243759605,0.7066274353841607
Pafah2,-0.3027266666666657,-1.8447328705334762,0.7652532803022233,0.8747875629558431
Pag1,0.019530000000000363,0.07349937447026875,0.4824020927748133,0.6945516464629014
Pagr1a,0.08761466666666565,0.8873971162363656,0.5768221760742096,0.7567011512882273
Pagr1b,0.019486666666665542,0.4013295825294404,0.49508878615110447,0.7036254587144388
Pah,0.017266666666666985,0.28062881238452386,0.4882293775283623,0.6987341250635769
Paics,0.019536666666667202,0.1684886625929063,0.48403244966068043,0.6957244061171287
Paip1,0.08367095238095283,0.5329113916301986,0.5135838272538654,0.7164238659400092
Paip2,0.154536666666667,2.7480015900631876,1.1109593949158172,1.0540205856224143
Paip2b,0.03449333333333371,0.27880933080852754,0.48814455357882486,0.6986734241251952
Pak1,0.05956500000000009,0.8191729050739976,0.5451155486208048,0.7377954606533953
Pak1ip1,0.056633333333334236,0.6532534769182222,0.5195907957064673,0.7207219497085467
Pak2,0.0031516666666662196,0.08410632070420165,0.6007384535813527,0.7749981725097342
