MGI symbol,430AV2_HypoT_3h_Enrich,430AV2_HypoT_3h_Hedges_g,430AV2_HypoT_3h_Var_g,430AV2_HypoT_3h_SEg
0610005C13Rik,0.08492999999999995,0.38224780029800093,0.3434167801527441,0.5860177302375281
0610008F07Rik,0.11877799999999983,0.6644158787385815,0.3581835341071092,0.5984843641291803
0610009B22Rik,0.10272800000000082,0.6500486346478374,0.35723927248148696,0.5976949660834421
0610009D07Rik,0.17788300000000223,0.31346223397064027,0.34108291060909807,0.5840223134742212
0610009O20Rik,-0.0038919999999995625,-0.02852844006821836,0.3361518047057474,0.5797859990597801
0610010K14Rik,-0.10549000000000053,-0.32685830356100043,0.3414529286414498,0.5843397373458781
0610012G03Rik,0.4840686666666656,2.0235647770574463,0.6005721853201677,0.7579358048176548
0610031J06Rik,-0.1743239999999986,-0.817487480756533,0.3695254001707942,0.6078860091915211
0610037L13Rik,-0.06121800000000199,-0.6019952313518645,0.3542310240396303,0.5951731042643226
0610040J01Rik,0.15682799999999997,1.5772801217001395,0.4605017402266315,0.678602785307157
1100001G20Rik,-0.013615999999998962,-0.09552018259885171,0.33656731637529697,0.5801442203239613
1110001A16Rik,0.34926999999999975,0.9960527082777737,0.3857171609944855,0.6210613182242841
1110001J03Rik,0.2117899999999988,0.8395714216654018,0.3713551197149743,0.6093891365252373
1110004E09Rik,0.15288726315789503,0.6070056128970822,0.3549662747618847,0.5957737468362287
1110004F10Rik,-0.2558980000000002,-0.540532888639955,0.3507199012961838,0.5922160934120111
1110007C09Rik,0.21389999999999887,2.4155942391860132,0.6278658875305437,0.7923798883935305
1110008F13Rik,0.32055399999999956,1.5846402719264938,0.46166535068167464,0.679459601949722
1110008J03Rik,0.00897400000000026,0.0600127108449405,0.33629118738425906,0.5799061884341803
1110008P14Rik,0.2653440000000007,0.9122966777646465,0.37772537252413163,0.6145936645655662
1110012L19Rik,0.06845800000000057,0.23783735890748461,0.3389394415757155,0.58218505784305
1110032A03Rik,0.11332800000000098,0.2319027589707265,0.3388000555920228,0.5820653361883207
1110035H17Rik,0.09152199999999944,0.6441929690482756,0.3568603401796727,0.5973778872536819
1110037F02Rik,-0.06653499999999912,-0.6198656104569382,0.3719094333022255,0.6091392582839594
1110038F14Rik,-0.20638800000000046,-0.8506500640406728,0.3722913876837311,0.6101568549838076
1110051M20Rik,0.18387399999999943,1.000220987389796,0.38613321229186204,0.6213961798175638
1110057K04Rik,0.27722799999999914,0.8958318995534441,0.3778015120377648,0.6145203483318614
1110058L19Rik,0.13824999999999932,0.2565719762437122,0.3394025700607913,0.5825826722970666
1110059E24Rik,0.01161600000000007,0.08155197510119123,0.3364436473432564,0.5800376257996169
1110059G10Rik,-0.011645999999998935,-0.029274988278351333,0.33615396235804595,0.5797878597884281
1190002N15Rik,-0.057067999999998786,-0.17074632660885097,0.34006616897268216,0.5831427472046258
1190005I06Rik,0.20638799999999957,1.193952006835669,0.4073871808424572,0.6382688938389973
1200011I18Rik,-0.09631800000000101,-0.7437811050490302,0.3857001685743888,0.6197750372796949
1200014J11Rik,-0.14482399999999984,-0.663306406181074,0.3581098805351537,0.598422827551852
1300017J02Rik,0.01246199999999753,0.15441190678472363,0.3373032629589558,0.580778152962864
1500015O10Rik,-0.18240199999999973,-0.3054200132715561,0.340775180336451,0.5837595226944491
1600012H06Rik,-0.1268290000000003,-0.6485852247377394,0.36245341633027767,0.60178489811299
1600014C10Rik,0.036608000000001084,0.19572516345299107,0.33802652809154615,0.5814004885546159
1600015I10Rik,0.08362200000000009,0.41477196466954913,0.344712900244903,0.5871225598160089
1600029D21Rik,0.09059600000000012,0.47165151060968485,0.3475994367091712,0.5895657203220276
1700001C19Rik,0.03836676923076965,0.2663308523793362,0.3424232918225861,0.5851415707853993
1700001F09Rik,0.13809800000000116,1.3554544146840422,0.42797394462543403,0.6541971756477049
1700001G17Rik,0.23777200000000143,1.1835050658260287,0.4061453231529047,0.6372953186340731
1700001K19Rik,0.08216200000000029,0.4663764503772141,0.34698646078443357,0.5890555668054022
1700001O22Rik,-0.044329999999999536,-0.4221336298602984,0.34502095118406256,0.5873848407850365
1700008F21Rik,-0.07841799999999921,-0.7505020469522545,0.3642737772350873,0.603550973187093
1700010I14Rik,4.775000000012408e-05,0.07527322393371688,0.33756363866735806,0.5810003106679174
1700011A15Rik,0.10190800000000078,0.6959527646788186,0.36032862364431567,0.6002737905691999
1700011H14Rik,0.06581400000000048,0.5936750911930312,0.3537336168062638,0.5947550897691114
1700012L04Rik,0.17466000000000115,0.7835778233728696,0.36681082137519927,0.60564909095548
1700016D06Rik,0.10467800000000071,1.123396334108112,0.3992120772854883,0.6318323173797683
1700017B05Rik,-0.08013399999999926,-0.48506733132515845,0.34787562690705665,0.5898098226607087
1700018B24Rik,0.26887799999999995,1.2360056046964114,0.4124966038531582,0.642258985031084
1700018F24Rik,0.12354600000000016,0.9877588269293095,0.38489448611994936,0.6203986509656104
1700019G06Rik,0.1141160000000001,1.4276139533190004,0.43801519109666637,0.6618271610448353
1700019G17Rik,0.12559142857142852,0.6132741014792432,0.35660160420587045,0.5970806639049886
1700019L03Rik,-0.0334999999999992,-0.24375896875437195,0.33908203285352084,0.5823075071244753
1700019N19Rik,0.19142799999999927,0.8535589010816446,0.37253925099189633,0.6103599356051282
1700020I14Rik,-0.0137659999999995,-0.05752945479274427,0.3362765930195486,0.5798936049134777
1700021F05Rik,0.00015599999999871272,0.0006212411051098377,0.3361111304081366,0.579750921006717
1700028P14Rik,0.02261800000000136,0.14093885641879333,0.33710429917354295,0.5806068370020654
1700029F12Rik,0.14564399999999988,0.64300781399037,0.3567840635537448,0.5973140409815801
1700029H14Rik,0.010342000000000517,0.053881697756437835,0.33625627297876687,0.5798760841583026
1700029P11Rik,0.05897799999999975,0.46198314866388207,0.34678253259358083,0.5888824437810833
1700030K09Rik,0.08459000000000128,0.7139620808019025,0.3615982037522602,0.6013303615752826
1700034I23Rik,-0.1170119999999999,-0.9180079760670508,0.37824804331724726,0.6150187341189268
1700037H04Rik,-0.1152593333333345,-0.5619404172868449,0.3543236885279323,0.5951556036482956
1700052N19Rik,0.16143400000000074,0.5816090917393474,0.35302456789080455,0.5941587059791386
1700054O13Rik,-0.04936000000000007,-0.22079255135470272,0.338548578647797,0.5818492748537176
1700065I17Rik,0.0064120000000009725,0.042249725798702883,0.33620036307761436,0.5798278736639128
1700067P10Rik,0.002313999999999261,0.014500838643901729,0.3361216248271799,0.5797599717358727
1700073E17Rik,-0.02539200000000008,-0.1453666313544021,0.3371676839866774,0.5806614194060747
1700074P13Rik,0.17765399999999953,1.4261135239093432,0.4378011002649674,0.6616653990235302
1700080E11Rik,-0.07518400000000014,-0.4785766192324449,0.34756289013490893,0.5895446464305387
1700082M22Rik,-0.06704600000000127,-0.7995687139369438,0.36807661752645,0.6066931823635815
1700088E04Rik,0.1531779999999996,1.0730952853530693,0.39368778568346036,0.6274454443881639
1700093K21Rik,0.03592399999999962,0.2742977815960434,0.33987307476053663,0.5829863418301809
1700094D03Rik,-0.0014460000000005024,-0.006842274763690085,0.3361134519473082,0.5797529231899639
1700102P08Rik,0.17711000000000077,1.7544634900034768,0.49001821799887013,0.7000130127353849
1700120B22Rik,0.03105399999999925,0.2713562268032903,0.339792821202357,0.5829175080595512
1700123K08Rik,0.06379999999999963,0.672887152390662,0.3587499671037318,0.5989574000742722
1700123O20Rik,0.08738799999999713,0.4941176439435579,0.3483187234139277,0.590185329717647
1700129C05Rik,0.037943999999999534,0.21440803764547758,0.3384096514414603,0.5817298784156271
1810009A15Rik,0.15039400000000036,0.3151222673597562,0.34107621328040877,0.5840173056343526
1810009J06Rik,0.06816600000000061,0.5022600363871813,0.34872436831869374,0.5905288886402542
1810011O10Rik,0.13856999999999964,1.1389646749450577,0.4009731376497461,0.6332243975477778
1810019J16Rik,0.06852400000000047,0.21704840110919124,0.34410285450551514,0.586569917562403
1810021B22Rik,0.27488000000000046,0.8565513792550653,0.3727951243762989,0.6105695082267858
1810026J23Rik,-0.07319400000000087,-0.2189057019177437,0.34253299624054867,0.5852391247546185
1810030O07Rik,0.0010259999999986391,-0.012136365152490725,0.33931304003066787,0.5825057688081041
1810032O08Rik,0.014094000000000051,0.09001249250883632,0.33651622355149374,0.5801001840643508
1810037I17Rik,0.2538979999999995,0.5775993326533988,0.3527921605651937,0.5939630969725255
1810043G02Rik,0.09780200000000061,0.5789713968715821,0.35287150503088255,0.5940298856378209
1810055G02Rik,0.09030599999999911,0.6729750788720115,0.3587558839502506,0.5989623393421748
1810058I24Rik,0.05518000000000001,0.7734915087675404,0.3660255668178854,0.6050004684443521
1810065E05Rik,0.08494199999999985,0.6845295063941844,0.35954014336732437,0.5996166636838276
2010001M06Rik,-0.036302000000000056,-0.19403262913086347,0.33799354416948285,0.5813721219403996
2010003K11Rik,0.02106200000000058,0.24919661999459888,0.3392160588819477,0.5824225775860237
2010003O02Rik,0.10148099999999971,0.06642523930150829,0.37461522674226255,0.6120397697456822
2010012O05Rik,-0.13230200000000014,-0.22193803546314567,0.3385739356903731,0.5818710644896969
2010106E10Rik,-0.005175999999999181,-0.047166917865973275,0.33622234701815984,0.5798468306528543
2010107E04Rik,0.2943079999999991,0.9775113496692147,0.3838875330477176,0.6195865823657881
2010107G23Rik,0.08307800000000043,0.30224324271610464,0.3406786599994884,0.5836768455228358
2010109I03Rik,0.12691999999999837,0.6246774114665039,0.3556222045309357,0.5963406782460305
2010111I01Rik,-0.05519700000000105,-0.3691254462303093,0.34295602165216843,0.5856239248866736
2010204K13Rik,0.03273600000000165,0.1056028338833244,0.33666870903732055,0.580231599481897
2210010C04Rik,0.0026540000000000083,-0.016222829365748394,0.33909455398393257,0.582315546261766
2210016F16Rik,0.2580539999999991,2.1503190790854068,0.7147979276170593,0.8144915993888
2210016L21Rik,-0.19552400000000247,-0.6820388353500777,0.3593699597573956,0.5994747365464166
2210018M11Rik,-0.15004800000000085,-0.3127556722693799,0.34100191663794466,0.5839536939158315
2210407C18Rik,0.21109199999999895,0.8805784400113036,0.3748820305617481,0.6122761064762761
2210409E12Rik,-0.4810059999999998,-0.6913624803826152,0.3600102150751512,0.6000085125022404
2210418O10Rik,-0.22221400000000013,-1.2405736458104006,0.4130622596450766,0.6426991984163949
2310002J15Rik,0.01664599999999883,0.11321066030823196,0.3367519437914824,0.5803033205070279
2310008H04Rik,-0.22556199999999915,-1.3303307740058175,0.4246001095244569,0.6516134663467729
2310011J03Rik,-0.19291600000000209,-0.8650740909760817,0.3735287702550158,0.6111700011085425
2310014L17Rik,0.05425200000000174,0.28602682676786306,0.34020167839265575,0.5832681016416513
2310022A10Rik,-0.06578200000000045,-0.24977768678896578,0.3392305557519934,0.5824350227724922
2310030G06Rik,-0.2509340000000009,-1.688891705809223,0.47872887080867044,0.6919023564121388
2310033P09Rik,0.1088679999999993,0.6637855718711564,0.358141675382327,0.5984493924989205
2310034C09Rik,0.01642400000000066,0.23976442201502352,0.338985460014321,0.582224578675893
2310036O22Rik,0.4026139999999998,3.3624440465055123,0.9014126094051292,0.949427516667349
2310039H08Rik,0.1721459999999997,1.1980108996483947,0.4078726168949289,0.6386490561293651
2310042E22Rik,-0.024240000000000705,-0.11805578304268538,0.3368079695066022,0.58035159128463
2310044G17Rik,-0.16797999999999824,-0.43375531339738504,0.35279709244181207,0.5938037550587189
