MGI symbol,430AV2_Astro_Enrich,430AV2_Astro_Hedges_g,430AV2_Astro_Var_g,430AV2_Astro_SEg
Brd1,-0.05723982142857231,-0.13712202168740717,0.24055363422733264,0.490462673633104
Brd2,-0.12356997448979534,-0.4653864592707362,0.24717113742827898,0.49716237374957
Brd3,0.09135068513119583,0.17004307921542355,0.2447467014424751,0.494717323297476
Brd4,0.13202001245847247,0.5117702671268727,0.2504020105970481,0.5003297297011013
Brd7,0.131042142857142,0.4272208821784536,0.24601080867192246,0.4959947667787659
Brd8,-0.31739290898617445,-0.44722689212818517,0.2514021992060828,0.5012845647093347
Brdt,-0.019377857142856447,-0.09277054468422453,0.24029411948805898,0.4901979432388062
Bre,0.1205138285714294,-0.10884469760385158,0.24692882236761973,0.49690494077141395
Bri3,-0.21500017857142595,-0.322798549617291,0.24340018272077882,0.4933560405232501
Brix1,0.3085520535714288,0.5202245214921888,0.2508443428882866,0.5007755248504632
Brk1,0.0025055357142855783,0.004237303862035108,0.24011699361446903,0.4900173396341373
Brms1,0.4021239285714291,0.450130141017601,0.24668079072802876,0.49666969982879844
Brox,-0.19211669642857032,-0.6002005667974404,0.2578767850952176,0.5075429088998151
Brpf1,-0.07191321428571484,-0.2385436557135677,0.24182365512231768,0.4917556864158438
Brs3,-0.0807521428571425,-0.38594760720749677,0.24489207111658434,0.4948657101846766
Brwd1,-0.017969642857143586,-0.04689651828458839,0.24284369021642477,0.4927025148274565
Brwd3,-0.05609607142856987,-0.12318465498634021,0.24043270124041477,0.4903393735367524
Bscl2,-0.058580357142857586,-0.14338115021521644,0.24258635244782084,0.49252489835687335
Bsdc1,0.08861312500000018,0.16982411485008547,0.24148473625551312,0.49140854851395716
Bsg,-0.1459492857142859,-0.22081128513113008,0.24155214005431996,0.4914795418471861
Bsn,0.1589158928571428,0.15807023422164487,0.24076028224855264,0.4906732929753302
Bsnd,0.014516964285713918,0.07813592693388666,0.24013039336887182,0.4900310126602926
Bspry,-0.10950142857142886,-0.24252877442924634,0.241887559480483,0.49182065784235107
Bst1,0.1001072321428571,0.16820822369115562,0.25379597584255714,0.5037339898033129
Bst2,0.015852321428571514,0.021869407770118737,0.23994282829948513,0.4898395944587219
Btbd1,-0.0957071428571421,-0.4023558299593085,0.24532322639635273,0.49530114717851476
Btbd10,0.2805683928571394,0.2895010887552125,0.2427205819459597,0.4926668062148694
Btbd17,0.045337500000000475,0.0410045690170369,0.23998293175562035,0.4898805280429305
Btbd2,0.05453321428571378,0.08161743899172302,0.24014893281119687,0.4900499288962267
Btbd3,0.032222857142858885,0.14180488298727745,0.2405971734275791,0.4905070574696954
Btc,0.22124142857142837,0.4494193755661362,0.25148754934062906,0.5013563903905618
Btd,-0.3125528571428582,-0.32978079263631144,0.2435520649726724,0.4935099441477065
Btf3,-0.0708257142857125,-0.14387442507624562,0.2406168809393119,0.490527145975951
Btf3l4,-0.19894129464285704,-0.6283060742202857,0.2544418125097225,0.5043397639141148
Btg1,0.0827195535714278,0.08156183821106475,0.24014941608141183,0.4900504212383941
Btg2,0.6191453571428571,0.9991691342343753,0.2747328604296359,0.5239729479522959
Btg3,0.25964607142856977,0.4782319822972323,0.24755041356267593,0.4975443835103316
Btg4,0.15694000000000052,0.6436414220724137,0.25373602860652456,0.503722174027037
Btk,-0.01733232142857144,-0.08061058948479968,0.24014348817084746,0.49004437367533105
Btn1a1,-0.1623423660714286,-0.1787072250135363,0.24566733172478666,0.49564433605984026
Btnl10,0.08261410714285766,0.3223918733473439,0.24339143659962492,0.49334717653963006
Btrc,-0.17584803571428687,-0.19150181119282642,0.24145177347108168,0.49137586649623133
Bub1,0.20651125000000015,0.5064171811989095,0.24847549798005952,0.4984731667603177
Bub1b,-0.021483214285714425,-0.1463391195921604,0.24064072386371152,0.49055144874285256
Bub3,0.06402446428571373,0.0879559210447995,0.24018476073450587,0.49008648291348117
Bud13,0.14127000000000134,0.3067990067660323,0.24306440695136536,0.4930156254637021
Bves,0.1535948214285714,0.8010046396448425,0.2613138336906967,0.5111886478499857
Bysl,-0.004356875000000482,0.03942599740279257,0.2561108897612434,0.5060707717560986
Bzw1,-0.022037142857141846,-0.013068429798849987,0.24153611191947882,0.49145954973382827
Bzw2,-0.27072982142857427,-1.246077772634603,0.2916838797814117,0.5400776608798143
C030006K11Rik,-0.3682371428571418,-0.2684235032036723,0.242328591835349,0.49226882070201133
C130026I21Rik,0.09517565476190419,0.3927215038222192,0.24664633842677888,0.49661345454809175
C130036L24Rik,-0.12697321428571318,-0.26690166869860693,0.2423014359580813,0.4922412375635358
C130057N11Rik,-0.10708053571428522,-0.28147903143231306,0.24256790077081367,0.49251182805168614
C1d,-0.07293527597402685,-0.2580834699076559,0.24387751637497246,0.49383267205081227
C1galt1,-0.0036169642857153406,-0.010376981597679096,0.23993047532451386,0.4898269850921995
C1galt1c1,0.2705301785714287,0.7828709427624533,0.260356449700337,0.5102513593321796
C1qa,-0.07944321428571488,-0.191029019981435,0.24114328881544683,0.49106342646897133
C1qb,0.26378303571428585,0.3378355420545434,0.2437313143821208,0.49369151742978207
C1qbp,-0.02450357142857129,-0.10072464117416868,0.24026506771093345,0.4901684074998443
C1qc,0.2501246428571422,0.29426241881787135,0.2428132316372294,0.49276082599698345
C1ql1,-0.15453553571428635,-0.11114338356950264,0.24033864765665383,0.49024345753579807
C1ql3,0.23223044642857182,0.29131986628806,0.2429366352573602,0.4928838904013012
C1qtnf1,0.07516366071428582,0.36981055887568903,0.25213590221030846,0.5019935323117057
C1qtnf3,0.22259571428571423,0.7884917580756236,0.26065086101805085,0.5105397741783209
C1qtnf4,-0.17916910714285805,-0.2799191358542322,0.24253871002019056,0.4924821925919663
C1qtnf5,-0.19504624999999898,-0.12099157156933585,0.24041485127930518,0.4903211715593211
C1qtnf6,-0.16073410714285608,-0.2884114167968138,0.24269959077756945,0.4926455021387787
C1ra,-0.16937071428571393,-0.6437061627031729,0.25373880672967936,0.5037249316141492
C2,-0.166895595238096,-0.212037107167037,0.2415171722072027,0.49144368712934455
C230081A13Rik,0.5133046428571424,1.0005206067250159,0.2732949354156577,0.5227761809949433
C2cd2,-0.16699892857142817,-0.5063201265452697,0.24847222161777185,0.4984698803516336
C2cd2l,0.15226732142856925,0.29404839889733714,0.24280903462941417,0.4927565673123131
C2cd3,0.20373910714285692,0.4470362191596672,0.24658826530763026,0.49657654526530975
C3,0.06629874999999963,0.16974711597345246,0.2408873553789881,0.490802766270717
C330006A16Rik,-0.0034546428571449184,-0.0068345495898265276,0.2399284429685478,0.48982491052267624
C330007P06Rik,0.04295854591836701,-0.11485709550135696,0.2475800766634109,0.49747862388266834
C3ar1,0.04937500000000017,0.08338742374011383,0.24017057551114604,0.4900719988119547
C4a,-0.23352285714285692,-0.15159985098736764,0.24069296976025764,0.4906046980617467
C4b,-0.23352285714285692,-0.15159985098736764,0.24069296976025767,0.4906046980617467
C4bp,0.1530941071428571,0.4560848820353365,0.24686066658698416,0.49685074880388796
C5ar1,0.09506321428571418,0.3995731744583048,0.2452488433245008,0.4952260527521758
C6,0.1754101785714277,1.0053124268487863,0.2736153217854978,0.5230825190976064
C77080,-0.20161642857142947,-0.7193073210112769,0.25717365333495856,0.5071229173829147
C77370,0.21459732142857213,0.15566163543312517,0.24073457075780172,0.4906470939053871
C78339,-0.06885598214285782,-0.10464495741739308,0.24048758144873456,0.49039502897646736
C87436,-0.48728964285714405,-0.7841717738593296,0.2604243982968675,0.5103179384431509
C8a,-0.07593928571428599,-0.3056016842777346,0.2430399655807242,0.49299083721781706
C8b,0.050533750000001376,0.2392488249902205,0.24183488594158464,0.49176710538789054
C8g,-0.195439642857143,-0.43428768186433725,0.24621374562024792,0.496199300302054
C9,0.20285499999999956,0.9506669511290932,0.2700524743319141,0.5196657332669858
C920021L13Rik,-0.4307450000000008,-0.4906657645815492,0.24795198235069113,0.49794777070561447
C920025E04Rik,-0.11903794642857202,0.027845992003749598,0.24634654209969423,0.4963324201181385
Caap1,0.3439803571428577,1.055835924044123,0.2770865358830148,0.526390098579955
Cab39,0.0059420535714291844,0.026174538763984206,0.240038705689599,0.4899374421535022
Cab39l,-0.1791941071428571,-0.2475272251809594,0.24196921017313744,0.49190365944271797
Cables1,0.5426457142857153,0.36437143677746386,0.24435243739758705,0.49432017700837083
Cables2,-0.16060660714285824,-0.33831197317229056,0.2437420523060022,0.4937023924450865
Cabp1,0.26225089285714187,0.32467504975176315,0.2434406821973216,0.4933970836935719
Cabp2,0.01048178571428604,0.05997662362716218,0.24004679244566837,0.48994570356894485
Cabp4,0.3386699999999996,1.0561725060225693,0.2771102313488777,0.5264126056135792
Cabp5,0.1322386607142858,0.5860005858804596,0.2531903079632342,0.5030985411127871
Cabp7,0.12461678571428525,0.2781558986185532,0.24250590939748776,0.4924488901373296
Cabyr,-0.05337630681818178,-0.05696296668117254,0.24013511552513062,0.49003581194632156
Cacfd1,-0.06775407142857155,-0.11167849693926027,0.2470386455973465,0.4969938573517735
Cachd1,-0.045442499999999164,-0.06821706770086454,0.24036860657317527,0.4902735986200457
Cacna1a,-0.20259839285714243,-0.6123508214413994,0.2524260035502765,0.5024201464414783
Cacna1b,0.27058910714285656,0.4001791734116941,0.24526499829402673,0.49524236318597276
Cacna1c,-0.08883928571428612,-0.055346115701731494,0.24002899235038694,0.4899275378567599
Cacna1d,0.12054285714285662,0.3048124823452445,0.2430239075793936,0.4929745506406934
Cacna1e,0.12488464285714329,0.0831290773107727,0.2401572340494293,0.4900583986112566
Cacna1f,0.12078750000000049,0.45014901830721227,0.24668135722237614,0.4966702701213111
Cacna1g,-0.05071482142857153,-0.11652138367264776,0.2403794603613775,0.4902850807044586
Cacna1h,0.028534598214286833,0.03004455661158867,0.24399771139438886,0.4939450617007702
Cacna1s,0.1968601785714288,0.46516438572904234,0.24713948279130055,0.49713125308242334
Cacna2d1,-0.14180196428571357,-0.08475310798679069,0.24016632224339188,0.49006767108573074
Cacna2d2,-0.19364101190476113,-0.2501068434802872,0.24237252164844467,0.4923101634164115
Cacna2d3,-0.2004585714285705,-0.10254972341578285,0.24027743412536634,0.49018102179232353
Cacnb1,0.12351669642857077,0.17044911699744952,0.24105706083777423,0.49097495968457155
Cacnb2,0.32261642857142814,0.33759835358472007,0.24372597421104839,0.4936861089913796
Cacnb3,0.10466214285714237,0.1327357682033454,0.24051417873829567,0.4904224492601207
Cacnb4,0.047197053571427006,0.03892126543444558,0.2401820417726317,0.4900836650462385
Cacng1,-0.050685892857142534,-0.20058233683112092,0.24126799506123237,0.491190385758142
Cacng2,-0.0654337500000004,-0.16072517459987573,0.24078797199128324,0.49070151007642443
Cacng3,0.22777375000000077,0.3103955079777202,0.24313839831203612,0.4930906593234516
Cacng4,0.2518505357142855,0.6888189020344205,0.25574260192627474,0.5057099978508184
Cacng5,-0.4492388392857145,-0.5790085737174966,0.2558272616782628,0.5055894407932997
Cacng6,-0.1618176428571429,-0.09333674588029552,0.24572840701652915,0.495709922344579
Cacng7,-0.2849225000000022,-0.2939600694256632,0.24280730334683595,0.4927548105770617
Cacng8,0.17591785714285724,0.2797175773826641,0.24253495003617215,0.49247837519648735
Cacul1,-0.015350803571427818,0.014565043430801868,0.24173872681686767,0.4916686920671516
Cacybp,-0.13545196428571415,-0.3829760108987381,0.24481590676374163,0.4947887496333578
Cad,-0.10233071428571439,-0.11898674302084147,0.24039881410010147,0.4903048175371128
Cadm1,0.09898558890577647,0.3028914782938879,0.2453635597153423,0.49527024092491095
Cadm3,0.022575629251700355,0.012018645362557093,0.24010919538744085,0.49000932966442834
Cadm4,-0.2328924999999984,-0.35346015124995134,0.2440913552169992,0.4940560243707177
Cadps2,0.13790285714285844,0.085427001483841,0.24017014501902859,0.490071571323035
Calb1,-0.08230678571428518,-0.044052996212579,0.24041757151277818,0.4903238285972615
Calb2,-0.35674982142857203,-0.5726276071526618,0.250856965148724,0.5008562320154597
Calca,0.10302250000000002,0.22911447603762208,0.26835573758892295,0.5178625947061506
Calcb,-0.23802607142857113,-1.0689557494686635,0.27801576574368164,0.5272720035652203
Calcoco2,-0.21125357142857126,-0.36519338723309064,0.24437242626890388,0.4943403951417524
