MGI symbol,430AV2_WB_D2_Enrich,430AV2_WB_D2_Hedges_g,430AV2_WB_D2_Var_g,430AV2_WB_D2_SEg
1700028P14Rik,0.10213666666666654,1.0020216756867528,0.5653372865455072,0.7518891451174882
1700029F12Rik,0.10658666666666683,0.34873953290206855,0.4918016051507293,0.7012856801266723
1700029H14Rik,-0.032729999999999926,-0.113756747593786,0.4827450498019263,0.694798567789202
1700029P11Rik,0.17244666666666753,1.5765364221348033,0.6887889241931338,0.8299330841659066
1700030K09Rik,-0.15732333333333237,-1.20127170046044,0.6019211415272597,0.775835769687928
1700034I23Rik,-0.07637666666666743,-0.31278206875170483,0.4898193852110496,0.6998709775458971
1700037H04Rik,-0.049395777777778115,-0.5822291329142767,0.5496685939305268,0.7397969006021441
1700052N19Rik,-0.04579999999999984,-0.15096481996590763,0.48356586473894486,0.6953890024575776
1700054O13Rik,0.08845333333333372,0.6837498935098564,0.5206261597395616,0.7215442881345272
1700065I17Rik,-0.05783333333333296,-0.3423560742299585,0.49143397346351236,0.7010235184810224
1700067P10Rik,-0.08414333333333346,-0.5435844263284814,0.5062903357122386,0.7115408180225774
1700073E17Rik,-0.05945666666666627,-0.42098855092328596,0.4964359466673739,0.7045821078251803
