MGI symbol,430AV2_HypoT_12h_Enrich,430AV2_HypoT_12h_Hedges_g,430AV2_HypoT_12h_Var_g,430AV2_HypoT_12h_SEg
0610005C13Rik,-0.06331999999999915,-0.6761766082369681,0.3589718513874536,0.5991425968727758
0610008F07Rik,-0.07301799999999847,-0.4792051082332376,0.34759298789895254,0.589570172158457
0610009B22Rik,-0.038907999999999276,-0.21875998401148847,0.3385039076413464,0.5818108864926356
0610009D07Rik,0.06385699999999783,0.20438378207418026,0.3391061473222748,0.5823234191547916
0610009O20Rik,-0.04112399999999994,-0.39899775772380053,0.34407107164454215,0.5865757168895949
0610010K14Rik,0.008926000000000656,0.037443162386227906,0.3361812106315852,0.5798113577980214
0610012G03Rik,0.19634400000000105,0.7129553215600147,0.362951390092,0.6023748894932722
0610031J06Rik,-0.04133999999999993,-0.15284379533397677,0.3372791723997159,0.5807574126945912
0610037L13Rik,-0.03393000000000068,-0.3375803758595761,0.34180913661938567,0.5846444531673806
0610040J01Rik,0.000984000000000762,0.007100506688654403,0.33611363197087285,0.5797530784488107
1100001G20Rik,0.04719799999999985,0.13628182864483013,0.33703974795205005,0.5805512448975112
1110001A16Rik,0.00781199999999771,0.04634023972648972,0.3362184820020065,0.579843497852659
1110001J03Rik,0.017368000000002937,0.11551357329510628,0.3367782803918813,0.5803260121620272
1110004E09Rik,-0.08528252631578948,-0.6086240518425147,0.3679251435097159,0.6056227091090168
1110004F10Rik,-0.028057999999999694,-0.07244037833177994,0.33637349153175367,0.5799771474219942
1110007C09Rik,-0.17027400000000092,-1.1497200391997722,0.4022039195379874,0.6341954900012987
1110008F13Rik,0.03697799999999951,0.13929659951024156,0.3370812882428669,0.5805870203878717
1110008J03Rik,0.026880000000000237,0.21975176482705602,0.3385256530183414,0.5818295738601995
1110008P14Rik,0.21605000000000096,0.5280006580808437,0.35005034585780126,0.5916505267958453
1110012L19Rik,-0.14589799999999986,-0.9777037957584811,0.38390634672313817,0.6196017646223566
1110032A03Rik,0.15833799999999876,0.9003593993012747,0.3766434635066187,0.6137128510196107
1110035H17Rik,-0.0863359999999993,-1.0330361885959356,0.38946929945855197,0.624074754703755
1110037F02Rik,0.03603499999999871,0.20095239014551702,0.33813589616203005,0.5814945074326225
1110038F14Rik,0.010856000000001309,0.096816316057496,0.33657978106385833,0.5801549629744266
1110051M20Rik,-0.06434200000000168,-0.3259906984559791,0.341424607885102,0.584315503717899
1110057K04Rik,0.042012999999999856,0.35605253104889334,0.357577795471863,0.5977536486353036
1110058L19Rik,0.06496799999999858,0.34159502426261124,0.34194546914115975,0.5847610359293441
1110059E24Rik,-0.08919000000000032,-0.9096463246927834,0.3774839329124655,0.6143972110226946
1110059G10Rik,0.14877600000000157,0.7027022278098187,0.3608006321595552,0.6006668229222879
1190002N15Rik,0.138976,0.9702113260683571,0.3831860956201968,0.619019329884859
1190005I06Rik,0.019693999999999434,0.10427909972812306,0.3366548176431165,0.5802196287985408
1200011I18Rik,-0.08515799999999984,-0.6183420133898762,0.36554489534266965,0.604156076892593
1200014J11Rik,-0.12767199999999956,-0.8443374532521752,0.3717563978593295,0.6097182938532594
1300017J02Rik,-0.10398399999999963,-0.7786478514338154,0.36642573493823594,0.6053310953009402
1500015O10Rik,0.0048760000000003245,0.006028113275891988,0.33611292801859444,0.5797524713346157
1600012H06Rik,0.1361659999999989,0.7565475610353113,0.3654096765049218,0.604447172714857
1600014C10Rik,-0.08911600000000242,-0.5708318185145324,0.3524035593625415,0.5936358811279365
1600015I10Rik,0.08761999999999937,0.5154442396210337,0.34939524931903637,0.5910966497274674
1600029D21Rik,-0.07412899999999967,-0.4843850687413747,0.361513742783707,0.6008906346035242
1700001C19Rik,0.018102923076923252,0.06976159019797676,0.3375669497333528,0.5810046047217803
1700001F09Rik,0.030419999999999447,0.2651162434581314,0.33962544223837865,0.5827739203485162
1700001G17Rik,-0.016399999999999082,-0.15383342142695783,0.3372943471885073,0.580770477201198
1700001K19Rik,0.19011399999999945,0.6526339791804666,0.3574076666501576,0.5978358191428125
1700001O22Rik,-0.07607599999999959,-0.7116376643832215,0.3614325193795515,0.6011925809418737
1700008F21Rik,0.06950800000000079,0.8920938779121447,0.3759026854615275,0.6131090322785396
1700010I14Rik,0.001606749999999768,0.02638789468734291,0.336843557850634,0.5803819629453051
1700011A15Rik,-0.06923199999999952,-0.7299422437687426,0.3627518950730184,0.602288880084149
1700011H14Rik,-0.01581400000000066,-0.2712478767334026,0.33978988164273005,0.5829149866341833
1700012L04Rik,0.0735619999999999,0.4015016074583024,0.3441712881506911,0.5866611357084182
1700016D06Rik,-0.029770000000000074,-0.5250813962760346,0.3498966347468706,0.5915206122755745
1700017B05Rik,-0.17257600000000028,-1.217996777272097,0.4102869185833718,0.6405364303327109
1700018B24Rik,-0.09271000000000118,-1.1582921651473248,0.40319314810319495,0.6349749192709858
1700018F24Rik,-0.0694139999999992,-0.5012644489616304,0.34867441350075146,0.5904865904495643
1700019G06Rik,-0.02610599999999863,-0.19764702342332383,0.33806432840451606,0.581432995627627
