MGI symbol,MoEx_CerCx_Enrich,MoEx_CerCx_Hedges_g,MoEx_CerCx_Var_g,MoEx_CerCx_SEg
Xpo7,0.028343205130001436,0.6212922616201527,0.5138336728624237,0.7168219254894647
Xpot,-0.1594193055533335,-5.425336015815949,2.9345225737091396,1.7130448253648063
Xpr1,0.024662999999998547,0.39026848406346415,0.49435912413776617,0.7031067658170885
Xrcc1,0.07577421052666722,0.6856485591398278,0.5208428288875434,0.7216944151699828
Xrcc2,0.2213099999999999,0.7847338964511241,0.5329839406866136,0.7300574913570942
Xrcc3,-0.02599666666666689,-0.11368825191402007,0.4827437515519387,0.6947976335249989
Xrcc4,0.008894999999999875,0.03936362574767158,0.4817957912526668,0.6941151138339136
Xrcc5,-0.08716916666666563,-0.9428888245710286,0.5557532779584112,0.745488616920749
Xrcc6,-0.07831444444666591,-0.311020159258671,0.48972779495544067,0.6998055408150472
Xrcc6bp1,-0.20755222222000214,-3.286181394162493,1.381582346278312,1.1754073107983938
Xrn1,-0.12989060605666758,-2.2531569162387504,0.9047263407662095,0.9511710365471656
Xrn2,-0.09426047618999966,-0.9832970512700966,0.5622394242530389,0.7498262627122625
Xrra1,-0.09487871794666702,-1.3341124807826332,0.6299880092816659,0.7937178398408756
Xxylt1,-0.002411666666667145,-0.011935570246917139,0.4816785381530932,0.6940306464077024
Xylb,-0.08879173333333323,-1.31438148153922,0.6256332232511028,0.790969799202917
Xylt1,-0.043248333300002884,-0.6683275279757382,0.5188884737208467,0.7203391379904653
Xylt2,0.0049440000000000595,0.08911898720007155,0.4823285161566304,0.6944987517315135
Yae1d1,-0.010007500000000391,-0.07926384894365397,0.4821902298124468,0.6943991862124025
Yaf2,-0.1095658333333347,-2.6720978249814045,1.0766755655225293,1.0376297824959195
Yap1,-0.034355555553333694,-0.17578566842980542,0.48424171676877603,0.6958747852658379
Yars,-0.06004571428666772,-0.6738351743087516,0.519504486844642,0.720766596648764
Yars2,0.15705222222333504,0.9291479493598317,0.5536096593166316,0.744049500582207
Ybey,-0.09245611110999974,-0.8951011330174725,0.5484338365274302,0.7405631887472062
Ybx1,0.14899777776666667,1.0465572873088378,0.572940179634936,0.7569281205206582
Ybx2,-0.07497533333333362,-0.8430266996609735,0.5408911680284394,0.7354530359094587
Ybx3,-0.1218939393933347,-0.6851910833842797,0.5207905683957769,0.7216582074609675
Ydjc,0.09895833333333304,0.39002600104962853,0.4943433567912303,0.7030955531015897
Yeats2,0.003910606059999822,0.061540706217983736,0.4819822715434839,0.6942494303515732
Yeats4,-0.04529555555666853,-0.732093321415436,0.5263300526050904,0.7254860802283462
Yes1,-0.1995233333333335,-1.1715198764604873,0.5960382350784995,0.7720351255470825
Yif1a,-0.11510266666666791,-1.3276278265799324,0.6285496371591128,0.7928112241631754
Yif1b,-0.07343600000000094,-1.0869102914082625,0.5801144984640993,0.7616524788012571
Yipf1,0.27474333333333334,1.200478179839405,0.6017623216892108,0.7757334089036071
Yipf2,-0.1089433333333325,-1.1699563158472344,0.5957331484159027,0.7718375142579575
Yipf3,0.10162733333333485,0.8885926763735512,0.5474664120420591,0.739909732360684
Yipf4,-0.09875266666666604,-0.9606224208682197,0.5585662862895598,0.7473729231712638
Yipf5,-0.006304583333333724,-0.048285556209111596,0.4818609579115352,0.6941620545027906
Yipf6,-0.03261111111000048,-0.38232335773383674,0.49384759582240617,0.7027429087670727
Yipf7,-0.011880833333333563,-0.1333736946310303,0.4831490452016275,0.6950892354235012
Yjefn3,0.177109999999999,1.3729524134098139,0.6387498607906527,0.7992182810663508
Ykt6,-0.02073333333333416,-0.22561689036362423,0.4859085817681125,0.6970714323282173
Ylpm1,0.012036666666665141,0.12631994422601306,0.4829963940257718,0.6949794198577192
Yme1l1,-0.05649333330999795,-0.27136648481905495,0.4878033140902541,0.6984291761447643
Yod1,0.002782499999999466,0.02076872452109843,0.4817026116598527,0.6940479894501912
Ypel1,-0.03742000000000267,-0.3131793563957317,0.489840109106037,0.6998857829003508
Ypel2,-0.09825690476000126,-0.8851581419784562,0.5469587446925627,0.7395665924665356
Ypel3,0.019778333333334785,0.13588501409940337,0.48320539475473284,0.6951297682841189
Ypel4,-0.11595533333333385,-0.9103521409048153,0.5507284183708316,0.7421107857798804
Ypel5,-0.08998666666666644,-1.3440693316680432,0.6322101973608816,0.7951164677963107
Yrdc,0.07722833333333501,0.24095002622921408,0.4865047429283215,0.6974989196610426
Ythdc1,0.13791300000000284,1.5912472449442472,0.692672316211888,0.8322693771921973
Ythdc2,-0.03331192982333242,-0.3483214965737273,0.49177732208128,0.7012683666623499
Ythdf1,0.040295000000000414,0.24397137904491098,0.48662683614942287,0.6975864363284473
Ythdf2,0.028029047616668024,0.27992690838544065,0.48819658950318584,0.6987106622223436
Ythdf3,0.03495666666666786,0.6811343161787328,0.5203286630563557,0.7213381059228438
Ywhab,-0.05327833333333132,-0.34282942475393274,0.49146100120642594,0.7010427955598901
Ywhae,0.061726666666668706,0.5937499604140646,0.5110449179576418,0.7148740574098642
Ywhag,0.09956444440000212,0.5476012218391675,0.5066555915133123,0.7117974371359539
Ywhah,-0.030106666666663173,-0.7711032970991049,0.5312166912330925,0.7288461368719
Ywhaq,-0.012679999966666244,-0.5907393777989375,0.5107477510401895,0.7146661815422565
Ywhaz,0.0510833333333327,0.5896255945712322,0.5106381951477899,0.7145895291338866
Yy1,0.14272047619000006,3.4439562234050727,1.4700695390608773,1.2124642423844414
Zan,0.05370265624999959,1.053339021536275,0.5741269245242496,0.7577116367881978
Zap70,0.1768774999999998,0.8905946041705237,0.5477632290814709,0.7401102817023089
Zar1,0.0915480000000013,1.2755084992525296,0.6172434943054532,0.7856484546573316
Zar1l,0.0434133333333353,0.1700715413542823,0.4840770274315517,0.6957564426087276
Zbbx,-0.25160060605999934,-1.3655691413578295,0.6370649233190632,0.7981634690456981
Zbed3,-0.08168666666666802,-0.5152447639580633,0.50378976389885,0.7097814902481255
Zbed4,-0.23887666666666618,-1.4573213333208956,0.658648789046016,0.8115718015345382
Zbed6,0.17880333333333365,0.9633303140599164,0.5590004411655647,0.7476633207303703
Zbp1,-0.24963500000000138,-1.450391994144476,0.656969744723199,0.8105367016509487
Zbtb1,0.04315333333333271,0.10014520533751808,0.4825024218460077,0.6946239427532049
Zbtb10,0.033161666666666534,0.15573960427098069,0.4836879020282067,0.6954767444193994
Zbtb12,0.06963333333333388,0.20323871475144273,0.48510883126448473,0.6964975457706113
Zbtb14,-0.013460000000001138,-0.08203268654835527,0.48222744680519497,0.6944259836765866
Zbtb16,0.41061696968666794,5.726214030323485,3.2141272600894597,1.7927987226929463
Zbtb17,0.11024305555666558,1.0131138136659468,0.5671999666200631,0.7531267931896084
Zbtb18,-0.07463000000000086,-0.7730661664109743,0.5314692748041133,0.7290193926118244
Zbtb2,-0.06789111111000068,-0.22542511105048083,0.4859013733910101,0.6970662618367138
Zbtb20,0.15345833333333303,1.02505125424885,0.5692275061530949,0.7544716735259813
Zbtb21,0.10457333333333452,0.4916374665700559,0.5018089498779519,0.7083847470675465
Zbtb22,0.024131666666665552,0.10808851609812334,0.4826402606093578,0.6947231539320953
Zbtb24,0.1910304761899999,1.8887487620134167,0.7789476571672678,0.8825801137388423
Zbtb25,-0.2758377777799996,-1.686847218532517,0.7187877948892406,0.8478135378072472
Zbtb26,-0.13163166666666726,-0.6525715899386225,0.517154139999585,0.7191342990009482
Zbtb3,0.1650558333333354,1.3127712294060667,0.6252806917296929,0.7907469201518859
Zbtb32,-0.03126444444333387,-0.4443590958569309,0.498121250505899,0.7057770543917526
Zbtb33,-0.01301111111000175,-0.16771929398684252,0.4840108134646204,0.695708856824908
Zbtb34,-0.3438977777766663,-4.1333207486567325,1.9053617009396873,1.3803483983906697
Zbtb37,-0.008757499999997975,-0.04972670541889138,0.481872728769318,0.694170532916313
Zbtb38,-0.048619999999999663,-0.8401840006963444,0.5404924295855095,0.7351819023789347
Zbtb39,-0.04150333333333389,-0.24562479309167404,0.48669429491511057,0.6976347861991334
Zbtb4,-0.03572500000000289,-0.1945181868850317,0.48481977708575325,0.6962900093249602
Zbtb40,0.4389137373733343,6.9054571111417316,4.455444826151492,2.1107924640171265
Zbtb41,-0.028910238096667484,-0.4218748255256965,0.4964981973676947,0.704626282058578
Zbtb42,0.2737933333333338,1.4496906111026593,0.6568002389932667,0.8104321310222508
Zbtb43,-0.17325666666666706,-1.1055785515662928,0.5835253278069518,0.7638882953724004
Zbtb44,-0.04995230769000081,-0.7707273369240569,0.5311683856568373,0.7288129977277006
Zbtb46,0.13986222222666456,1.4645107371267772,0.6603993082633013,0.8126495605507341
Zbtb48,0.14842033333333404,1.5876145055329733,0.6917099848482255,0.8316910392977824
Zbtb49,0.13989111110999897,0.7633839509360922,0.5302295880455664,0.7281686535724855
Zbtb5,0.05071000000000048,0.17704164839144465,0.48427864543876326,0.6959013187505563
Zbtb6,-0.11363111110999924,-0.666544139518925,0.5186900908272519,0.720201423788687
Zbtb7a,0.1983066666666673,0.6241999907445814,0.5141354690371279,0.7170324044540302
Zbtb7b,0.020713055556666582,0.16199949163981317,0.48385365294096305,0.6955958977315515
Zbtb7c,-0.08099285714333337,-0.5247647654479963,0.5046148382546408,0.7103624696270495
Zbtb8a,-0.13927606060333275,-1.2649479076324346,0.6150077674186394,0.7842243093775144
Zbtb8b,0.1728525000000003,0.7373645436370302,0.5269755391844204,0.7259308088133609
Zbtb8os,-0.127459166666668,-1.2243465489817085,0.6065853726669516,0.778835908691267
Zbtbd6,-0.00898666666666692,-0.07510006897885581,0.4821366683633857,0.694360618384558
Zc2hc1a,-0.09799999999999898,-1.9580866278666371,0.8011752701858448,0.8950839458876719
Zc2hc1b,-0.045521666666665794,-0.46117357148485966,0.49939008858634165,0.7066753770907415
Zc2hc1c,0.14285916666666587,1.9048164289790734,0.7840271356757156,0.8854530680254689
Zc3h10,0.14903066666666742,0.9494524744710523,0.5567883334399336,0.7461825067903519
Zc3h12a,0.046356000000001174,0.3469263236542911,0.4916964895036901,0.7012107311669511
Zc3h12b,-0.17863777777666812,-2.693110207305905,1.0860702157246045,1.0421469261695322
Zc3h12c,0.001821428573332895,0.013021770982101957,0.4816807972099591,0.6940322738965091
Zc3h12d,0.06592904761666674,4.768815962751863,2.3768004738830815,1.541687540937878
Zc3h13,0.007880303030001201,0.11426678574270323,0.4827547415269973,0.6948055422396955
Zc3h14,-0.09369999999999834,-1.831088524771428,0.761073765462467,0.8723954180659519
Zc3h15,0.014920555556667381,0.1621617382472224,0.48385803577928,0.6955990481443172
Zc3h18,-0.04931857142999796,-0.7187719582897361,0.5247194273353051,0.7243751979018229
Zc3h3,-0.023039166666665167,-0.21350723740298527,0.4854654450352878,0.6967535037840052
