MGI symbol,430AV2_CerCx_12h_Enrich,430AV2_CerCx_12h_Hedges_g,430AV2_CerCx_12h_Var_g,430AV2_CerCx_12h_SEg
0610005C13Rik,-0.03080399999999983,-0.24810352529757726,0.33918887907436535,0.5823992437103308
0610008F07Rik,0.07090200000000113,0.5047463747066824,0.348849556250088,0.5906348755788876
0610009B22Rik,-0.1086120000000026,-0.9397169169548159,0.3802645053116643,0.6166559051137549
0610009D07Rik,-0.19072400000000034,-0.8423459719074858,0.37308651868451914,0.6106914200602968
0610009O20Rik,-0.03988600000000009,-0.28069891115435713,0.34005070504727314,0.5831386670829445
0610010K14Rik,-0.2932180000000004,-0.8645384989388973,0.37348245191848717,0.6111321067645581
0610012G03Rik,-0.008004666666665846,-0.0008370066699284874,0.3742935731830299,0.6114064732985397
0610031J06Rik,0.0315360000000009,0.20752187074137882,0.3382643774529112,0.581605001227561
0610037L13Rik,0.01757999999999882,0.14037592628143186,0.3370963811450797,0.5806000182096791
0610040J01Rik,-0.01609000000000016,-0.17224610597768883,0.33759454716233495,0.5810288694740864
1100001G20Rik,-0.30557000000000034,-0.39914878854214264,0.3440770988808441,0.5865808545126955
1110001A16Rik,-0.03712999999999944,-0.34014662180663147,0.3418960973274343,0.584718819029655
1110001J03Rik,-0.10646400000000078,-0.7116633296900404,0.3614343458523869,0.6011940999813512
1110004E09Rik,-0.03070631578947407,-0.09178689337631703,0.4615338827002165,0.6766769398728131
1110004F10Rik,-0.2165820000000025,-2.8288071726658823,0.7362186121174082,0.8580318246530302
1110007C09Rik,0.0642699999999996,0.4113150738376729,0.3445701156094156,0.5870009502627875
1110008F13Rik,0.11669200000000046,1.633427881255062,0.4695154432741811,0.6852119695934836
1110008J03Rik,-0.003940000000000055,-0.043799838808805856,0.3362070324050949,0.5798336247623924
1110008P14Rik,0.2799600000000009,1.2216808734859863,0.4107363189431852,0.6408871343249022
1110012L19Rik,-0.11726200000000109,-0.9258398042687488,0.37897007826953083,0.6156054566599705
1110032A03Rik,-0.35249799999999887,-1.6345751305725462,0.46970290398542397,0.6853487462492537
1110035H17Rik,0.08141200000000115,0.5261090566143524,0.34995064808369325,0.5915662668574783
1110037F02Rik,0.014491999999999727,0.05023487566854595,0.36690970966375197,0.6057220165843135
1110038F14Rik,0.04988999999999866,0.4656837475233996,0.34695417874648293,0.5890281646462102
1110051M20Rik,-0.11349200000000081,-1.2064121938015098,0.40888263017875964,0.6394393092223527
1110057K04Rik,0.11412999999999851,0.7254267926415996,0.3790418019265076,0.6147232323743521
1110058L19Rik,-0.24050000000000082,-1.1903551800207013,0.4069583838412169,0.6379328991682565
1110059E24Rik,-0.18433600000000006,-1.454428941342773,0.441879288381884,0.6647400156315881
1110059G10Rik,-0.1116919999999979,-0.7984875741126816,0.3679902314117289,0.606621983950243
1190002N15Rik,-0.13887300000000025,-1.1029010361101241,0.4122488529902042,0.6402940062101896
1190005I06Rik,-0.21900600000000114,-2.267326138648339,0.5931495020610104,0.7701619972843443
1200011I18Rik,-0.03891299999999909,-0.3849438385661449,0.3468529088080171,0.5888817407031621
1200014J11Rik,0.02675199999999922,0.17584214959853042,0.3376571341898827,0.5810827257713679
1300017J02Rik,-0.028550000000000075,-0.21138307138699364,0.33834525125456105,0.5816745234704379
1500015O10Rik,-0.2003319999999995,-0.4275960413120881,0.3452530298383995,0.5875823600469976
1600012H06Rik,-0.012375000000000025,-0.08460189734767261,0.35709957384628144,0.5975607896413218
1600014C10Rik,-0.052086000000000965,-0.8545178858003453,0.3726211519687457,0.6104270242778786
1600015I10Rik,0.14996999999999971,1.1991720144692681,0.40801178712542524,0.6387580035705426
1600029D21Rik,0.13230500000000012,0.9395008032659756,0.383477146242245,0.6189545343427908
1700001C19Rik,-0.14782153846153856,-0.8281984883461063,0.3797529849518766,0.6156041229465207
1700001F09Rik,-0.07443199999999983,-0.5874035394065431,0.3533632570164778,0.594443653357051
1700001G17Rik,0.1393299999999993,0.9547701303422763,0.38169041120080144,0.6178109833928185
1700001K19Rik,-0.2276440000000015,-1.6256655908724533,0.4682505417784453,0.6842883469550284
1700001O22Rik,0.050274000000001706,0.38018033000399765,0.34333796527720845,0.5859504802261098
1700008F21Rik,-0.08313799999999949,-1.1878701657149808,0.4066628876408979,0.6377012526574634
1700010I14Rik,0.011047250000000286,0.08884205686669312,0.3706783637705733,0.6087752298902284
