MGI symbol,430AV2_WB_B6_Enrich,430AV2_WB_B6_Hedges_g,430AV2_WB_B6_Var_g,430AV2_WB_B6_SEg
Atp6v1g2,0.054349999999999454,0.4885781962472871,0.5015590544873543,0.7082083411591212
Atp6v1h,0.0674433333333333,0.41975022512926274,0.4963491876246721,0.7045205374044621
Atp7a,0.10909333333333393,0.3214300653531473,0.4902764405760773,0.7001974297125614
Atp7b,-0.05136833333333346,-0.26388499353812345,0.49000359668113014,0.6999811323866763
Atp8a1,0.5260995833333331,0.7474429276169673,0.5282824444531498,0.7268267503220349
Atp8a2,0.007536666666666747,0.026203063653271356,0.48172388337873473,0.6940633136672293
Atp8b2,0.03494000000000064,0.18262713311221707,0.4844460558123989,0.6960215914843441
Atp9a,-0.004036666666666789,-0.026941647231692213,0.4817723364454448,0.6940981978495964
Atp9b,-0.06075333333333255,-0.9795035290123054,0.5616189302789633,0.7494123899956305
Atpaf2,0.039593333333335146,0.7849305478298984,0.5330096637430453,0.7300751082888974
Atpbd4,-0.149046666666667,-1.436124926385714,0.6535379003488643,0.8084169099844858
Atpif1,-0.15178999999999832,-0.8572012245087007,0.5428994949416012,0.7368171380618133
Atr,0.052023333333331756,0.2666977040392744,0.4875939721116516,0.6982792937726648
Atraid,-0.19600999999999935,-2.0620272487713476,0.8359963645562943,0.9143283680146287
Atrip,0.15276000000000067,0.901301768171971,0.5493620731091601,0.7411896337032514
Atrn,0.3748666666666658,0.6129560961801471,0.5129762646537004,0.7162236135828672
Atrx,0.0988354901960782,0.24907453753991957,0.49845064169466397,0.7056580583541112
Atxn1,0.10251666666666592,1.440965107328673,0.6546983700448944,0.8091343337449564
Atxn10,-0.04319333333333297,-0.352729067592617,0.4920348162603963,0.7014519343906582
Atxn2,0.11719333333333282,0.6794976519418808,0.520143088249544,0.7212094621186996
Atxn7,-0.009639999999999205,-0.03650407329294048,0.4817777122805813,0.6941020906758467
Atxn7l1,-0.06019666666666694,-0.2737925016794181,0.49894466842097246,0.7063079674325039
Atxn7l3,0.023626666666666907,0.30635960159390757,0.4894880171240647,0.699634202368684
Atxn7l3b,0.015985294117646272,-0.11741898347170125,0.5260741458065235,0.72522028832011
Auh,-0.01803878787878821,-0.15187730003486066,0.4977617838193519,0.7054565024405832
Aup1,0.1046766666666672,2.8401850861297326,1.1538876102894795,1.0741916078100218
Aurka,0.16556999999999977,0.5427274285902267,0.5062127551453466,0.7114863000405184
Aurkaip1,-0.08822333333333177,-0.7976973828972111,0.5346934262234216,0.7312273423658483
Aurkc,-0.061946666666665706,-0.46843153868751763,0.4999523422030962,0.7070730812321285
Auts2,-0.0034731999999997143,0.16442648026604456,0.5213253907075697,0.7215126749785357
Avil,0.2619000000000007,1.0489881649181039,0.5733646808448541,0.7572084791157943
Avl9,-0.17314333333333298,-0.45301775372881775,0.49876875709945856,0.7062356243488844
Avp,0.10534999999999961,0.2901982055249139,0.4886845832074899,0.6990597851453694
