MGI symbol,430AV2_ZT6_AK_Enrich,430AV2_ZT6_AK_Hedges_g,430AV2_ZT6_AK_Var_g,430AV2_ZT6_AK_SEg
0610005C13Rik,-0.09620999999999968,-1.1468395406895768,0.5912700776740899,0.7689408804804762
0610008F07Rik,0.021979999999999222,0.12667646654574702,0.483003910598043,0.6949848276027635
0610009B22Rik,0.03993333333333382,1.280942416097674,0.6184011227798455,0.7863848439408312
0610009D07Rik,-0.008940000000000836,-0.07499702147609953,0.4830933738176956,0.6950485194134769
0610009O20Rik,-0.01203333333333223,-0.1213882291376884,0.4828945918477653,0.6949061748522352
0610010K14Rik,0.15328999999999837,1.1643065881822405,0.5946341526070473,0.7711252509203984
0610012G03Rik,0.11302888888888891,0.7913943862729272,0.5657667828386823,0.7495463662599439
0610031J06Rik,0.08663333333333334,0.7177325028436495,0.5245949954698507,0.7242893037107828
0610037L13Rik,0.003049999999999109,0.030140871678572257,0.48174237267879516,0.6940766331456456
0610040J01Rik,0.014593333333333014,0.4280624068712021,0.4969364520146971,0.7049371972131255
1100001G20Rik,-0.09312666666666658,-0.6398462631497418,0.515783603372224,0.7181807595391455
1110001A16Rik,0.13499000000000194,0.8433844749217997,0.5409414477115932,0.7354872179117685
1110001J03Rik,0.07098333333333429,0.6101313210861053,0.5126883524141896,0.7160225921115825
1110004E09Rik,0.09240684210526263,0.843523954514642,0.5816028728079764,0.7613384284473222
1110004F10Rik,0.18623000000000012,0.9772095834725562,0.5612448808358838,0.7491627866064116
1110007C09Rik,0.07331999999999983,0.6954076525664995,0.521965983604004,0.7224721334446084
1110008F13Rik,0.035710000000001685,0.20611572717375226,0.485206974415697,0.696567996979259
1110008J03Rik,-0.049763333333333826,-0.44127165381919103,0.4978933893720268,0.7056156102099974
1110008P14Rik,0.17095333333333151,3.3342043006657196,1.4080765265481483,1.1866240038648082
1110012L19Rik,0.056503333333332684,0.4049427195081779,0.4953315505068898,0.7037979472170189
1110032A03Rik,-0.08640000000000114,-0.48160973012915614,0.5009956610129231,0.7078104696971663
1110035H17Rik,-0.15388666666666584,-0.9322328803507498,0.5540881786005879,0.7443709952708985
1110037F02Rik,0.02127499999999971,0.29349372393691103,0.4927169849090427,0.701897832432766
1110038F14Rik,0.08463333333333445,1.030592236149061,0.5701766964342267,0.7551004545318635
1110051M20Rik,0.18256333333333252,0.9056640363334997,0.5500189455589906,0.741632621692837
1110057K04Rik,0.4331566666666684,1.916271184422039,0.8238482770179208,0.900103016780128
1110058L19Rik,-0.03338666666666512,-0.5013036542450012,0.5026087794799492,0.7089490669152116
1110059E24Rik,0.10333333333333172,0.9265095176831855,0.5532016571964606,0.7437752733161144
1110059G10Rik,-0.03610000000000113,-0.4882402480048443,0.5015315449809858,0.7081889189905374
1190002N15Rik,-0.06015166666666705,-0.3694230516818485,0.4948526263551345,0.7034280006639553
1190005I06Rik,-0.012830000000000119,-0.0752585613683359,0.4821386542549358,0.6943620483976178
1200011I18Rik,0.07924166666666554,0.8330239675972161,0.5563860172361217,0.7447313580721455
1200014J11Rik,0.016536666666667088,0.2043112579224573,0.485145257509488,0.696523694865787
1300017J02Rik,-0.12632333333333268,-0.6114966555831147,0.5128273466491111,0.7161196454846851
1500015O10Rik,-0.02066666666666528,-0.14822090139566826,0.48349745296754526,0.6953398111481502
1600012H06Rik,0.12934166666666602,0.7987194746084287,0.5533327737397227,0.7426636321185809
1600014C10Rik,0.18124333333333364,3.3344023820184523,1.4081866037675275,1.1866703854767453
1600015I10Rik,-0.026393333333333047,-0.18497033021845363,0.4845178352550936,0.6960731536664042
1600029D21Rik,0.02699333333333387,0.016643423052085143,0.4930824382251003,0.7021979100484823
1700001C19Rik,-0.06724025641025634,-0.3774168714995427,0.49439054258732856,0.703113939540353
1700001F09Rik,-0.0736066666666666,-3.96288933427147,1.7903743229735478,1.338048699776487
1700001G17Rik,-0.2352833333333333,-2.3924464502718394,0.9586500014515271,0.9791067364958363
1700001K19Rik,0.0374133333333333,0.27586058900218446,0.48800825538038595,0.6985758766092528
1700001O22Rik,-0.10310333333333244,-0.7790580080809623,0.5322442816629229,0.7295507396082354
1700008F21Rik,-0.14955666666666678,-1.029776221408546,0.5700365888482052,0.7550076746949035
1700010I14Rik,0.12064208333333376,0.6478013987732518,0.5457877315399382,0.7380165821437645
1700011A15Rik,0.08604333333333347,1.0959998606011379,0.5817679745364761,0.7627371595356267
1700011H14Rik,-0.06449333333333351,-0.8812382985489148,0.5463817449024487,0.7391763963374701
1700012L04Rik,-0.042620000000000324,-0.4063689031287088,0.49542797378583575,0.7038664459866202
1700016D06Rik,-0.006240000000000023,-0.05730551113834253,0.48194032680056886,0.6942192209961986
1700017B05Rik,0.03385000000000016,0.3561921368006701,0.49223940319321885,0.7015977502766232
1700018B24Rik,-0.2418300000000002,-1.9076011209395876,0.7849118363841641,0.8859525023296475
1700018F24Rik,-0.08803000000000161,-0.5919021412055225,0.5108623453969735,0.7147463503908037
1700019G06Rik,-0.14592333333333363,-1.4250247209498996,0.6508912879431948,0.806778338791514
1700019G17Rik,0.06700238095238044,0.4339095957417614,0.5117658827786726,0.7149813205384117
1700019L03Rik,-0.1675966666666664,-1.5452887048405957,0.6806597651089936,0.8250210694939818
1700019N19Rik,-0.16855666666666647,-0.8575481899146231,0.5429490748354872,0.736850781933145
