MGI symbol,430AV2_ZT12_B6_Enrich,430AV2_ZT12_B6_Hedges_g,430AV2_ZT12_B6_Var_g,430AV2_ZT12_B6_SEg
0610005C13Rik,0.18362666666666705,1.2246967945481353,0.7001184321909811,0.8367308003121322
0610008F07Rik,0.19546666666666646,3.7803870635958368,1.9792628433936084,1.4068627663683506
0610009B22Rik,0.21160000000000068,10.236610293703636,11.028949238849258,3.320986184682083
0610009D07Rik,0.2781433333333325,2.275466095805386,1.0822125758154584,1.0369779640851948
0610009O20Rik,-0.23601333333333407,-2.8435595796760786,1.358713316650093,1.165638587491892
0610010K14Rik,-0.14770500000000109,-1.965634053729354,0.9365019316513826,0.9677302990251895
0610012G03Rik,0.09338611111111057,1.5350792935110447,0.9044377691008629,0.9401191035351597
0610031J06Rik,-0.3087649999999993,-2.7404741455065396,1.3011500625523136,1.140679649398688
0610037L13Rik,0.02616500000000066,0.23826248180442397,0.5558071093568937,0.7455247208221161
0610040J01Rik,-0.1498383333333324,-0.8654583933155803,0.6250320313893719,0.7905896732119462
1100001G20Rik,0.017664999999999598,0.389795530988396,0.5653242639311858,0.751880485137888
1110001A16Rik,0.18626000000000076,1.383968149979523,0.7416669923491077,0.861200901270492
1110001J03Rik,0.36634166666666523,2.4023913885205346,1.1272786466970954,1.0617337927640316
1110004E09Rik,0.05095166666666656,0.6727390754267843,0.6423191481520005,0.800686395722955
1110004F10Rik,-0.3963433333333324,-2.7904707452589035,1.3288029063479112,1.1527371367089339
1110007C09Rik,-0.08499499999999838,-0.7701248522214627,0.6094394371342463,0.7806660215061536
1110008F13Rik,0.06385500000000022,0.6701058535497889,0.5950343938295024,0.7713847249132578
1110008J03Rik,0.16191000000000155,1.58584492697159,0.8016206215734861,0.8953326876493933
1110008P14Rik,0.09034833333333303,1.5373287694613382,0.7864681828746846,0.8868304138191724
1110012L19Rik,-0.06342666666666741,-0.6464832618762588,0.5919242691219501,0.7693661476318997
1110032A03Rik,0.2112550000000013,3.517189184931165,1.7871921845930085,1.3368590743204791
1110035H17Rik,0.15293500000000027,1.7138154214521515,0.843846538214055,0.918611200788481
1110037F02Rik,-0.12341333333333271,-0.8774274950468827,0.6271688488652173,0.791935995063817
