MGI symbol,430AV2_ZT6_D2_Enrich,430AV2_ZT6_D2_Hedges_g,430AV2_ZT6_D2_Var_g,430AV2_ZT6_D2_SEg
0610005C13Rik,0.08968000000000043,0.9024130009282542,0.5495291020203615,0.7413023013726326
0610008F07Rik,-0.04054666666666584,-0.17716749026064968,0.48428235996710467,0.6959039876068426
0610009B22Rik,0.0628166666666683,0.6167772334994802,0.5133678463136059,0.7164969269394014
0610009D07Rik,0.1466800000000008,1.714561863988721,0.7684424499976648,0.8688369497380465
0610009O20Rik,-0.14339000000000013,-1.760885002527233,0.7400596660104443,0.8602672061693647
0610010K14Rik,0.09636666666666649,0.43475990227167327,0.49741801438527283,0.7052786785273413
0610012G03Rik,0.130631111111111,1.0599766313372168,0.5921523811731289,0.7678031528040523
0610031J06Rik,0.017659999999999343,0.10981482609042902,0.4826716080024392,0.6947457146340948
0610037L13Rik,0.09231333333333325,0.7695960108183147,0.5310231683222886,0.7287133649949671
0610040J01Rik,0.049873333333333214,0.7969455767297303,0.5345935210224234,0.7311590258093128
1100001G20Rik,-0.10632666666666735,-0.5412659563237107,0.506080736289585,0.7113935171827088
1110001A16Rik,0.1473933333333335,0.8176451067769476,0.5373786267196904,0.7330611343671757
1110001J03Rik,0.21948000000000079,2.742412033553698,1.1084019801483438,1.052806715474566
1110004E09Rik,0.036623859649122834,0.7126000195248965,0.547881890446049,0.7395535529516504
1110004F10Rik,0.0355166666666662,0.49575863359855804,0.5021480518989591,0.7086240554052332
1110007C09Rik,0.052523333333333255,0.6151712833252593,0.5132029756523372,0.7163818644077593
1110008F13Rik,0.008136666666665349,0.07689012183747272,0.4821593409030151,0.6943769443918879
1110008J03Rik,-0.0385099999999996,-0.28252491753721365,0.48831836075245066,0.6987977967570095
1110008P14Rik,0.24925333333333377,2.613675875544051,1.0509417985334133,1.025154524222282
1110012L19Rik,0.11691333333333276,0.721472958903901,0.5250436025357957,0.7245989252930174
1110032A03Rik,-0.014910000000000423,-0.2726696036836322,0.4878623927310824,0.6984714688024719
1110035H17Rik,0.06035000000000057,0.31380771969897386,0.48987294041188906,0.6999092372671538
1110037F02Rik,-0.038438333333333574,-0.32188789882491803,0.4935603251340936,0.7024979002248214
1110038F14Rik,0.01452666666666591,0.16166730912605584,0.48384469323667156,0.6955894573932756
1110051M20Rik,-0.09573666666666725,-1.2512169163098246,0.6121286476383221,0.782386507832492
1110057K04Rik,0.0475516666666671,-0.3356971511692718,0.6375543894071662,0.7971130217452569
1110058L19Rik,0.1406866666666673,1.0499087691621054,0.5735257019636238,0.7573147971376394
1110059E24Rik,0.03451000000000093,0.2932959986247584,0.48883521190077445,0.6991675134764017
1110059G10Rik,-0.012126666666667063,-0.13851602157806808,0.4832655573528179,0.6951730413018171
1190002N15Rik,-0.14532666666666483,-1.3595762265634093,0.6370689151150509,0.7979590907594991
